id	name	name_en	name_zh-CN	name_zh-TW
50014	スコアバトルを5回クリアしよう	Clear 5 Score Battles	通关5次积分战斗吧	通關5次積分戰
50015	装備アイテムを3個調合しよう	Synthesize 3 equipment items	调合3个装备道具吧	調合3個裝備道具
50016	メインストーリー1-30をクリアしよう	Clear Chapter 1-30 of the main story	通关主线故事1-30吧	通關主線故事1-30
50017	戦闘アイテムを3個調合しよう	Synthesize 3 battle items	调合3个战斗道具吧	調合3個戰鬥道具
50018	光玉クエストを10回クリアしよう	Clear 10 Orb Quests	完成10次光玉挑战吧	通關10次光玉挑戰
50019	経験値クエストを3回クリアしよう	Clear 3 EXP Quests	完成3次经验值挑战吧	通關3次經驗值挑戰
50021	レシピを20回発想しよう	Develop 20 recipes	构思20次配方吧	構思20次配方
50022	メモリアをLv20にしよう	Level a Memoria to Lv. 20	提升回忆至Lv.20吧	把回憶提升至Lv.20
50023	グロウボードを50回強化しよう	Enhance Growboards 50 times	强化50次成长星图吧	強化50次成長星圖
50024	装備アイテムを10個調合しよう	Synthesize 10 equipment items	调合10个装备道具吧	調合10個裝備道具
50025	スコアバトルでSSランクを10個取ろう 	Obtain an SS Rank in Score Battles 10 times	在积分战斗中获得10个SS等级吧	在積分戰取得10個SS級別
50026	戦闘アイテムを10個調合しよう	Synthesize 10 battle items	调合10个战斗道具吧	調合10個戰鬥道具
50027	四元の塔1Fをクリアしよう	Clear 1F of the Elemental Tower	通关四元之塔1F吧	通關四元之塔的1F
50028	キャラをLv30にしよう	Level a character to Lv. 30	提升角色至Lv.30吧	把角色提升至Lv.30
50029	グロウボードを100回強化しよう	Enhance Growboards 100 times	强化100次成长星图吧	強化100次成長星圖
51001	メインストーリー1-6をクリアしよう	Clear Chapter 1-6 of the main story	通关主线故事1-6吧	通關主線故事1-6
51002	メインストーリー1-7をクリアしよう	Clear Chapter 1-7 of the main story	通关主线故事1-7吧	通關主線故事1-7
51003	メモリアをLv10にしよう 	Level a Memoria to Lv. 10	提升回忆至Lv.10吧	把回憶提升至Lv.10
51004	メインストーリー1-13をクリアしよう	Clear Chapter 1-13 of the main story	通关主线故事1-13吧	通關主線故事1-13
51005	メインストーリー1-17をクリアしよう	Clear Chapter 1-17 of the main story	通关主线故事1-17吧	通關主線故事1-17
51006	注文を1回受け取ろう	Take 1 Order(s)	领取1次订单吧	取得1次訂單
51007	メインストーリー1-20をクリアしよう	Clear Chapter 1-20 of the main story	通关主线故事1-20吧	通關主線故事1-20
51008	探索設定をしよう	Set Exploration settings	进行探索设置吧	設定探索
51009	キャラをLv15にしよう 	Level a character to Lv. 15	提升角色至Lv.15吧	把角色提升至Lv.15
51010	メインストーリー1-46をクリアしよう	Clear Chapter 1-46 of the main story	通关主线故事1-46吧	通關主線故事1-46
51011	キャラをLv20にしよう 	Level a character to Lv. 20	提升角色至Lv.20吧	把角色提升至Lv.20
51012	メインストーリー1-69をクリアしよう	Clear Chapter 1-69 of the main story	通关主线故事1-69吧	通關主線故事1-69
51013	メインストーリー2-2をクリアしよう	Clear Chapter 2-2 of the main story	通关主线故事2-2吧	通關主線故事2-2
51014	育成研究のLv.1を実行しよう	Carry out Training Research Lv. 1	执行育成研究Lv.1吧	實施育成研究Lv.1
51015	経験値クエスト中級をクリアしよう	Clear the Normal EXP Quest	去完成中级经验值挑战吧	通關中級經驗值挑戰
51016	1人のグロウボードを4ページ目まで進行しよう	Get 1 a character's Growboard to page IV	将1名角色的成长星图推进至第4页	使1人的成長星圖進行至第4頁
51017	メインストーリー2-21をクリアしよう	Clear Chapter 2-21 of the main story	通关主线故事2-21吧	通關主線故事2-21
51018	武器を15個調合しよう	Synthesize 15 weapon(s)	调合15个武器吧	調合15個武器
51019	防具を15個調合しよう	Synthesize 15 piece(s) of armor	调合15个防具吧	調合15個防具
51020	装飾品を15個調合しよう	Synthesize 15 accessory(ies)	调合15个装饰品吧	調合15個裝飾品
51021	メインストーリー2-26をクリアしよう	Clear Chapter 2-26 of the main story	通关主线故事2-26吧	通關主線故事2-26
51022	キャラをLv25にしよう	Level a character to Lv. 25	提升角色至Lv.25吧	把角色提升至Lv.25
51023	経験値クエスト上級をクリアしよう	Clear the Hard EXP Quest	去完成高级经验值挑战吧	通關上級經驗值挑戰
51024	メインストーリー2-51をクリアしよう	Clear Chapter 2-51 of the main story	通关主线故事2-51吧	通關主線故事2-51
51025	メモリアをLv25にしよう	Level a Memoria to Lv. 25	提升回忆至Lv.25吧	把回憶提升至Lv.25
51026	メインストーリー2-74をクリアしよう	Clear Chapter 2-74 of the main story	通关主线故事2-74吧	通關主線故事2-74
51027	1人のグロウボードを5ページ目まで進行しよう	Get 1 a character's Growboard to page V	将1名角色的成长星图推进至第5页	使1人的成長星圖進行至第5頁
51028	メモリアをLv.30にしよう	Level a Memoria to Lv. 30	提升回忆至Lv.30吧	把回憶提升至Lv.30
51029	レシピを35回発想しよう	Develop 35 recipes	构思35次配方吧	構思35次配方
51030	スコアバトルでSSランクを22個取ろう 	Obtain an SS Rank in Score Battles 22 times	在积分战斗中获得22个SS等级吧	在積分戰取得22個SS級別
51031	メインストーリー3-35をクリアしよう	Clear Chapter 3-35 of the main story	通关主线故事3-35吧	通關主線故事3-35
51032	錬金研究のLv.21を実行しよう	Carry out Alchemy Research Lv. 21	执行炼金研究Lv.21吧	實施鍊金研究Lv.21
51033	SSRのアイテムを20個調合しよう	Synthesize 20 SSR items	调合20个SSR道具	調合20個SSR道具
51034	経験値クエスト超級をクリアしよう	Clear the Elite EXP Quest	去完成超级经验值挑战吧	通關超級經驗值挑戰
51035	キャラをLv40にしよう 	Level a character to Lv. 40	提升角色至Lv.40吧	把角色提升至Lv.40
51036	メインストーリー3-55をクリアしよう	Clear Chapter 3-55 of the main story	通关主线故事3-55吧	通關主線故事3-55
60000	キャラをLv45にしよう 	Level a character to Lv. 45	提升角色至Lv.45吧	把角色提升至Lv.45
60001	メインストーリー4-58をクリアしよう	Clear Chapter 4-58 of the main story	通关主线故事4-58吧	通關主線故事4-58
60002	キャラをLv50にしよう 	Level a character to Lv. 50	提升角色至Lv.50吧	把角色提升至Lv.50
60003	メインストーリー5-61をクリアしよう	Clear Chapter 5-61 of the main story	通关主线故事5-61吧	通關主線故事5-61
60004	キャラをLv55にしよう 	Level a character to Lv. 55	提升角色至Lv.55吧	把角色提升至Lv.55
60005	メインストーリー6-52をクリアしよう	Clear Chapter 6-52 of the main story	通关主线故事6-52吧	通關主線故事6-52
60006	キャラをLv60にしよう 	Level a character to Lv. 60	提升角色至Lv.60吧	把角色提升至Lv.60
60007	メインストーリー7-52をクリアしよう	Clear Chapter 7-52 of the main story	通关主线故事7-52吧	通關主線故事7-52
60008	キャラをLv65にしよう 	Level a character to Lv. 65	提升角色至Lv.65吧	把角色提升至Lv.65
60009	メインストーリー8-57をクリアしよう	Clear Chapter 8-57 of the main story	通关主线故事8-57吧	通關主線故事8-57
60010	キャラをLv75にしよう 	Level a character to Lv. 75	提升角色至Lv.75吧	把角色提升至Lv.75
60011	メインストーリー9-60をクリアしよう	Clear Chapter 9-60 of the main story	通关主线故事9-60吧	通關主線故事9-60
60012	キャラをLv78にしよう 	Level a character to Lv. 78	提升角色至Lv.78吧	把角色提升至Lv.78
60013	メインストーリー10-25をクリアしよう	Clear Chapter 10-25 of the main story	通关主线故事10-25吧	通關主線故事10-25
60014	キャラをLv80にしよう 	Level a character to Lv. 80	提升角色至Lv.80吧	把角色提升至Lv.80
60015	メインストーリー11-30をクリアしよう	Clear Chapter 11-30 of the main story	通关主线故事11-30吧	通關主線故事11-30
290001	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
290002	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
290003	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
290004	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
290005	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
290006	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
290007	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
290008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
290009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
290010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
290011	調合を{}回しよう	Synthesize {} time(s)	进行{}次调合吧	進行{}次調合
300001	プレイヤーランクを{}にしよう	Increase Player Rank to {}	提升玩家等级至Lv{}吧	把玩家級別提升至{}
300002	戦闘力{}以上のパーティで出撃しよう	Field a party with total power over {}	用战斗力{}以上的队伍出击吧	用戰鬥力滿{}的隊伍出擊
300003	メインストーリー1-69をクリアしよう	Clear Chapter 1-69 of the main story	通关主线故事1-69吧	通關主線故事1-69
300004	メインストーリー2-74をクリアしよう	Clear Chapter 2-74 of the main story	通关主线故事2-74吧	通關主線故事2-74
300005	メインストーリー3-55をクリアしよう	Clear Chapter 3-55 of the main story	通关主线故事3-55吧	通關主線故事3-55
300006	キャラを{}人仲間にしよう	Recruit {} characters	拥有{}个角色吧	使{}名角色成為夥伴
300007	キャラのレベルを{}にしよう	Level a character to Lv. {}	提升角色等级至Lv.{}吧	把角色等級提升至Lv.{}
300008	レベル10のキャラを{}人にしよう	Level {} characters to Lv. 10	提升{}个角色的等级至Lv.10吧	使{}名角色達到等級Lv.10
300009	レベル20のキャラを{}人にしよう	Level {} characters to Lv. 20	提升{}个角色的等级至Lv.20吧	使{}名角色達到等級Lv.20
300010	レベル30のキャラを{}人にしよう	Level {} characters to Lv. 30	提升{}个角色的等级至Lv.30吧	使{}名角色達到等級Lv.30
300011	レベル40のキャラを{}人にしよう	Level {} characters to Lv. 40	提升{}个角色的等级至Lv.40吧	使{}名角色達到等級Lv.40
300012	レベル50のキャラを{}人にしよう	Level {} characters to Lv. 50	提升{}个角色的等级至Lv.50吧	使{}名角色達到等級Lv.50
300013	レベル60のキャラを{}人にしよう	Level {} characters to Lv. 60	提升{}个角色的等级至Lv.60吧	使{}名角色達到等級Lv.60
300014	キャラを{}回覚醒しよう	Awaken characters {} time(s)	觉醒角色{}次吧	使角色覺醒{}次
300015	グロウボードを{}回強化しよう	Enhance Growboards {} time(s)	强化{}次成长星图吧	強化{}次成長星圖
300016	{}人のキャラのグロウボードをⅡにしよう	Get {} characters' Growboards to page II	将{}名角色的成长星图升级至Ⅱ	使{}名角色的成長星圖強化至Ⅱ
300017	{}人のキャラのグロウボードをⅢにしよう	Get {} characters' Growboards to page III	将{}名角色的成长星图升级至Ⅲ	使{}名角色的成長星圖強化至Ⅲ
300018	{}人のキャラのグロウボードをⅣにしよう	Get {} characters' Growboards to page IV	将{}名角色的成长星图升级至Ⅳ	使{}名角色的成長星圖強化至Ⅳ
300019	{}人のキャラのグロウボードをⅤにしよう	Get {} characters' Growboards to page V	将{}名角色的成长星图升级至Ⅴ	使{}名角色的成長星圖強化至Ⅴ
300020	{}人のキャラのグロウボードをⅥにしよう	Get {} characters' Growboards to page VI	将{}名角色的成长星图升级至Ⅵ	使{}名角色的成長星圖強化至Ⅵ
300021	{}人のキャラのグロウボードをⅦにしよう	Get {} characters' Growboards to page VII	将{}名角色的成长星图升级至Ⅶ	使{}名角色的成長星圖強化至Ⅶ
300022	{}人のキャラのグロウボードをⅧにしよう	Get {} characters' Growboards to page VIII	将{}名角色的成长星图升级至Ⅷ	使{}名角色的成長星圖強化至Ⅷ
300023	{}人のキャラのグロウボードをⅨにしよう	Get {} characters' Growboards to page IX	将{}名角色的成长星图升级至Ⅸ	使{}名角色的成長星圖強化至Ⅸ
300024	{}人のキャラのグロウボードをⅩにしよう	Get {} characters' Growboards to page X	将{}名角色的成长星图升级至Ⅹ	使{}名角色的成長星圖強化至Ⅹ
300025	EXボードを{}回強化しよう	Enhance EX Boards {} time(s)	强化{}次EX星图吧	強化{}次EX星圖
300026	メモリアを{}種類入手しよう	Collect {} Memoria	获得{}种回忆吧	取得{}種回憶
300027	メモリアのレベルを{}にしよう	Level a Memoria to Lv. {}	提升回忆的等级至Lv.{}吧	把回憶等級提升至Lv.{}
300028	レベル10のメモリアを{}枚にしよう	Level {} Memoria to Lv. 10	提升{}张回忆的等级至Lv.10吧	把{}張回憶提升至等級Lv.10
300029	レベル20のメモリアを{}枚にしよう	Level {} Memoria to Lv. 20	提升{}张回忆的等级至Lv.20吧	把{}張回憶提升至等級Lv.20
300030	レベル30のメモリアを{}枚にしよう	Level {} Memoria to Lv. 30	提升{}张回忆的等级至Lv.30吧	把{}張回憶提升至等級Lv.30
300031	メモリアを{}回解放しよう	Unlock Memoria {} time(s)	解锁{}次回忆吧	解鎖{}次回憶
300032	素材クエストを{}回クリアしよう	Clear {} Material Quests	完成{}次素材挑战吧	通關{}次素材挑戰
300033	育成クエストを{}回クリアしよう	Clear {} Training Quests	完成{}次育成挑战吧	通關{}次育成挑戰
300034	四元の塔の{}階をクリアしよう	Clear {}F of the Elemental Tower	通关四元之塔{}F吧	通關四元之塔的{}F
300047	スタミナを{}消費しよう	Use {} stamina	消耗{}点体力吧	消耗{}精力
300048	コールを{}獲得しよう	Acquire {} Cole	获得{}克尔吧	獲得{}克隆
300049	スコアランクSSを{}個獲得しよう	Obtain {} SS Score Ranks	获得{}个积分等级SS吧	獲得{}個積分級別SS
300050	敵を{}体倒そう	Defeat {} enemies	打倒{}个敌人吧	打倒{}個敵人
300051	ぷにの敵を{}体倒そう	Defeat {} Puni enemies	打倒{}个噗尼敌人吧	打倒{}個噗尼敵人
300052	獣の敵を{}体倒そう	Defeat {} Beast enemies	打倒{}个野兽敌人吧	打倒{}個獸類敵人
300053	精霊の敵を{}体倒そう	Defeat {} Spirit enemies	打倒{}个精灵敌人吧	打倒{}個精靈敵人
300054	水棲の敵を{}体倒そう	Defeat {} Aquatic enemies	打倒{}个水生敌人吧	打倒{}個水棲敵人
300055	鳥の敵を{}体倒そう	Defeat {} Bird enemies	打倒{}个鸟类敌人吧	打倒{}個鳥類敵人
300056	ゴーレムの敵を{}体倒そう	Defeat {} Golem enemies	打倒{}个魔巨人敌人吧	打倒{}個魔巨人敵人
300057	死霊の敵を{}体倒そう	Defeat {} Wraith enemies	打倒{}个死灵敌人吧	打倒{}個死靈敵人
300058	悪魔の敵を{}体倒そう	Defeat {} Demon enemies	打倒{}个恶魔敌人吧	打倒{}個惡魔敵人
300059	注文を{}回受け取ろう	Take {} Orders	领取{}次订单吧	取得{}次訂單
300060	調合を{}回しよう	Synthesize {} time(s)	进行{}次调合吧	進行{}次調合
300061	戦闘アイテムを{}個調合しよう	Synthesize {} battle item(s)	调合{}个战斗道具吧	調合{}個戰鬥道具
300062	装備アイテムを{}個調合しよう	Synthesize {} equipment item(s)	调合{}个装备道具吧	調合{}個裝備道具
300063	戦闘アイテム（回復）を{}個調合しよう	Synthesize {} (Recovery) battle item(s)	调合{}个战斗道具（恢复）吧	調合{}個戰鬥道具（回復）
300064	戦闘アイテム（攻撃）を{}個調合しよう	Synthesize {} (Attack) battle item(s)	调合{}个战斗道具（攻击）吧	調合{}個戰鬥道具（攻擊）
300065	戦闘アイテム（強化）を{}個調合しよう	Synthesize {} (Boost) battle item(s)	调合{}个战斗道具（强化）吧	調合{}個戰鬥道具（強化）
300066	戦闘アイテム（弱体）を{}個調合しよう	Synthesize {} (Weaken) battle item(s)	调合{}个战斗道具（削弱）吧	調合{}個戰鬥道具（弱化）
300067	装飾品を{}個調合しよう	Synthesize {} accessory(ies)	调合{}个装饰品吧	調合{}個裝飾品
300068	武器を{}個調合しよう	Synthesize {} weapon(s)	调合{}个武器吧	調合{}個武器
300069	防具を{}個調合しよう	Synthesize {} piece(s) of armor	调合{}个防具吧	調合{}個防具
300070	SSRのアイテムを{}個調合しよう	Synthesize {} SSR items	调合{}个SSR道具吧	調合{}個SSR道具
300071	特性レベル合計が6以上の戦闘アイテムを{}個調合しよう	Synthesize {} battle item(s) with a total trait level of 6 or more	调合{}个特性等级合计6以上的战斗道具吧	調合{}個特性等級總計為6以上的戰鬥道具
300072	特性レベル合計が9以上の戦闘アイテムを{}個調合しよう	Synthesize {} battle item(s) with a total trait level of 9 or more	调合{}个特性等级合计9以上的战斗道具吧	調合{}個特性等級總計為9以上的戰鬥道具
300073	特性レベル合計が12以上の戦闘アイテムを{}個調合しよう	Synthesize {} battle item(s) with a total trait level of 12 or more	调合{}个特性等级合计12以上的战斗道具吧	調合{}個特性等級總計為12以上的戰鬥道具
300074	特性レベル合計が4以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 4 or more	调合{}个特性等级合计4以上的装备道具吧	調合{}個特性等級總計為4以上的裝備道具
300075	特性レベル合計が6以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 6 or more	调合{}个特性等级合计6以上的装备道具吧	調合{}個特性等級總計為6以上的裝備道具
300076	特性レベル合計が8以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 8 or more	调合{}个特性等级合计8以上的装备道具吧	調合{}個特性等級總計為8以上的裝備道具
300077	{}回レシピ発想しよう	Develop recipes {} time(s)	构思{}次配方吧	構思{}次配方
300078	{}個のアイテムを変換しよう	Convert {} items	变换{}个道具吧	轉換{}個道具
300079	戦闘研究Lv{}を完了しよう	Complete Combat Research Lv. {}	去完成战斗研究Lv.{}吧	完成戰鬥研究Lv.{}
300080	錬金研究Lv{}を完了しよう	Complete Alchemy Research Lv. {}	去完成炼金研究Lv.{}吧	完成鍊金研究Lv.{}
300081	{}日ログインしよう	Log in for {} days	登录游戏{}天吧	登入{}天
300082	{}回ガチャを引こう	Make a wish {} time(s)	许下{}次星愿吧	許{}次星願
300083	ショップで{}回交換しよう	Exchange at the Shop {} time(s)	在商店兑换{}次吧	在商店兌換{}次物品
300085	公式Discordサーバーに参加しよう	Join the official Discord server	加入官方Discord服务器	加入官方Discord伺服器
300086	公式Twitterアカウントをフォローしよう	Follow the official Twitter account	关注官方Twitter账号	跟隨官方Twitter帳號
300087	公式YouTubeチャンネルをチャンネル登録しよう	Subscribe to the official YouTube channel	订阅官方YouTube频道	訂閱官方YouTube頻道
300088	公式TikTokアカウントをフォローしよう			
300089	メインストーリー4-58をクリアしよう	Clear Chapter 4-58 of the main story	通关主线故事4-58吧	通關主線故事4-58
300090	★1ヴァレリア【過去に夢を求めし者】のレベルを{}にしよう	"Level ★1 Valeria ""Dreamer of the Past"" to Lv. {}"	提升★1瓦莱莉娅【追寻旧梦之人】的等级至Lv.{}吧	使★1瓦萊莉婭【對往時懷抱夢想之人】的等級提升至{}
300091	メインストーリー5-61をクリアしよう	Clear Chapter 5-61 of the main story	通关主线故事5-61吧	通關主線故事5-61
300092	★1レジナ【遺跡発掘屋】のレベルを{}にしよう	"Level ★1 Regina ""Excavation Expert"" to Lv. {}"	提升★1瑞吉娜【遗迹采矿工】的等级至Lv.{}吧	使★1瑞吉娜【遺跡採礦工】的等級提升至{}
300093	斬の塔の{}階をクリアしよう	Clear Tower of Slash {}F	通关斩击之塔{}F吧	通關斬之塔{}F
300094	打の塔の{}階をクリアしよう	Clear Tower of Strike {}F	通关打击之塔{}F吧	通關打之塔{}F
300095	突の塔の{}階をクリアしよう	Clear Tower of Stab {}F	通关突刺之塔{}F吧	通關突之塔{}F
300096	火の塔の{}階をクリアしよう	Clear Tower of Fire {}F	通关火之塔{}F吧	通關火之塔{}F
300097	氷の塔の{}階をクリアしよう	Clear Tower of Ice {}F	通关冰之塔{}F吧	通關冰之塔{}F
300098	雷の塔の{}階をクリアしよう	Clear Tower of Bolt {}F	通关雷之塔{}F吧	通關雷之塔{}F
300099	風の塔の{}階をクリアしよう	Clear Tower of Air {}F	通关风之塔{}F吧	通關風之塔{}F
300100	メインストーリー1-21をクリアしよう	Clear Chapter 1-21 of the main story	通关主线故事1-21吧	通關主線故事1-21
300101	メインストーリー1-56をクリアしよう	Clear Chapter 1-56 of the main story	通关主线故事1-56吧	通關主線故事1-56
300102	メインストーリー2-14をクリアしよう	Clear Chapter 2-14 of the main story	通关主线故事2-14吧	通關主線故事2-14
300103	メインストーリー2-51をクリアしよう	Clear Chapter 2-51 of the main story	通关主线故事2-51吧	通關主線故事2-51
300104	メインストーリー3-11をクリアしよう	Clear Chapter 3-11 of the main story	通关主线故事3-11吧	通關主線故事3-11
300105	メインストーリー3-35をクリアしよう	Clear Chapter 3-35 of the main story	通关主线故事3-35吧	通關主線故事3-35
300106	メインストーリー4-30をクリアしよう	Clear Chapter 4-30 of the main story	通关主线故事4-30吧	通關主線故事4-30
300107	メインストーリー4-44をクリアしよう	Clear Chapter 4-44 of the main story	通关主线故事4-44吧	通關主線故事4-44
300108	メインストーリー5-29をクリアしよう	Clear Chapter 5-29 of the main story	通关主线故事5-29吧	通關主線故事5-29
300109	メインストーリー5-48をクリアしよう	Clear Chapter 5-48 of the main story	通关主线故事5-48吧	通關主線故事5-48
300110	メインストーリー6-6をクリアしよう	Clear Chapter 6-6 of the main story	通关主线故事6-6吧	通關主線故事6-6
300111	メインストーリー6-52をクリアしよう	Clear Chapter 6-52 of the main story	通关主线故事6-52吧	通關主線故事6-52
300113	レベル70のキャラを{}人にしよう	Level {} characters to Lv. 70	提升{}个角色的等级至Lv.70吧	使{}名角色達到等級Lv.70
300114	プレイヤー名を変更しよう	Change Your Player Name	更改玩家名吧	變更玩家名稱
300115	メインストーリー7-52をクリアしよう	Clear Chapter 7-52 of the main story	通关主线故事7-52吧	通關主線故事7-52
300116	メインストーリー8-57をクリアしよう	Clear Chapter 8-57 of the main story	通关主线故事8-57吧	通關主線故事8-57
300117	レベル80のキャラを{}人にしよう	Level {} characters to Lv. 80	提升{}个角色的等级至Lv.80吧	使{}名角色達到等級Lv.80
300118	メインストーリー9-60をクリアしよう	Clear Chapter 9-60 of the main story	通关主线故事9-60吧	通關主線故事9-60
300119	メインストーリー10-25をクリアしよう	Clear Chapter 10-25 of the main story	通关主线故事10-25吧	通關主線故事10-25
300120	メインストーリー11-30をクリアしよう	Clear Chapter 11-30 of the main story	通关主线故事11-30吧	通關主線故事11-30
300121	メインストーリー第一部（11章まで）をクリアしよう	Clear the Main Story Part 1 (up to Chapter 11)	通关主线故事第一部（到第11章为止）吧	通關主線故事第一部（至第11章為止）
300122	メインストーリー12-60をクリアしよう	Clear Chapter 12-60 of the main story	通关主线故事12-60吧	通關主線故事12-60
300123	メインストーリー6-28をクリアしよう	Clear Chapter 6-28 of the main story	通关主线故事6-28吧	通關主線故事6-28
300124	メインストーリー7-8をクリアしよう	Clear Chapter 7-8 of the main story	通关主线故事7-8吧	通關主線故事7-8
300125	メインストーリー7-34をクリアしよう	Clear Chapter 7-34 of the main story	通关主线故事7-34吧	通關主線故事7-34
300126	メインストーリー8-7をクリアしよう	Clear Chapter 8-7 of the main story	通关主线故事8-7吧	通關主線故事8-7
300127	メインストーリー8-34をクリアしよう	Clear Chapter 8-34 of the main story	通关主线故事8-34吧	通關主線故事8-34
300128	メインストーリー9-13をクリアしよう	Clear Chapter 9-13 of the main story	通关主线故事9-13吧	通關主線故事9-13
300129	メインストーリー9-31をクリアしよう	Clear Chapter 9-31 of the main story	通关主线故事9-31吧	通關主線故事9-31
300130	メインストーリー10-22をクリアしよう	Clear Chapter 10-22 of the main story	通关主线故事10-22吧	通關主線故事10-22
300131	メインストーリー11-1をクリアしよう	Clear Chapter 11-1 of the main story	通关主线故事11-1吧	通關主線故事11-1
300132	メインストーリー13-52をクリアしよう	Clear Chapter 13-52 of the main story	通关主线故事13-52吧	通關主線故事13-52
300133	斬の塔の{}階をクリアしよう	Clear Tower of Slash {}F	通关斩击之塔{}F吧	通關斬之塔{}F
300134	打の塔の{}階をクリアしよう	Clear Tower of Strike {}F	通关打击之塔{}F吧	通關打之塔{}F
