id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
30	甘露の湧水	Nectar Springwater	甘露涌泉	甘露湧泉	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
31	誘惑の溶樹液	Tempting Sap	诱惑溶树液	誘惑溶樹液	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
32	ミネラル液晶	Liquid Crystal	矿物质结晶	礦物質結晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
33	太古の蒼水	Ancient Blue Water	太古苍水	太古蒼水	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
34	サルディン	Sardine	沙丁鱼	沙丁魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
35	チョウチョウウオ	Butterfly Fish	蝴蝶鱼	蝴蝶魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
36	セリヨル	Seriole	黄尾鱼	黃尾魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
37	エグゾフィッシュ	Exofish	江龙鱼	江龍魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
38	トゲトゲ	Spiky	刺刺鱼	刺刺魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
39	風船魚	Balloon Fish	气球鱼	氣球魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
40	ワームフィッシュ	Sea Horse	蠕虫鱼	蟲魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
41	レピアフィッシュ	Rapier Fish	刺剑鱼	刺劍魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
42	湖底のぬし	Lake Master	湖底之主	湖底之主	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
43	メイスフィッシュ	Mace Fish	钉锤鱼	釘錘魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
44	ソーンフィッシュ	Sawe Fish	尖嘴刺鱼	尖嘴剌魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
45	アイヒェ	Eiche	橡木	橡木	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
46	パルマ	Palma	帕尔马木	帕爾馬木	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
47	乾いた木くず	Dried Lumber	干燥木屑	乾燥木屑	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
48	白灰砂	Ashen Sand	白灰砂	白灰砂	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
49	エメラルドグラス	Emerald Glass	翡翠玻璃	翡翠玻璃	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
50	パルマの実	Palma Fruit	帕尔马果实	帕爾馬果實	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
51	パルマ樹皮	Palma Bark	帕尔马树皮	帕爾馬樹皮	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
52	聖樹の大枝	Holy Arbor Branch	圣树大枝	聖樹大枝	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
53	甘露の実	Nectar Fruit	甘露果实	甘露果實	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
54	エヴィヒブラウ	Evihibrow	永恒之蓝	永恆之藍	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
55	聖樹結晶	Holy Arbor Crystal	圣树结晶	聖樹結晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
56	フェスト	Fest	费斯特石	費斯特石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
57	震える結晶	Quake Crystal	震动结晶	震動結晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
58	スティム鋼石	Stim Stone	史提姆钢石	史提姆鋼石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
59	樹氷石	Snow Stone	树冰石	樹冰石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
60	蒼剛石	Blue Crystal	苍刚石	蒼剛石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
61	剛鉄鉱	Metal Ore	刚铁矿	剛鐵礦	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
62	モルディナイト	Mordenite	毛尔迪夜石	毛爾迪夜石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
63	琥珀水晶	Amber Crystal	琥珀水晶	琥珀水晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
64	ゴルディナイト	Goldinite	戈尔迪夜石	戈爾迪夜石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
65	黒陽鉱	Black Ore	黑阳矿	黑陽礦	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
66	永遠結晶	Eternal Crystal	永恒结晶	永恆結晶	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
67	うに	Uni	海胆	海膽	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
68	トーン	Taun	唐木叶	通草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
69	若木の枝葉	Sapling Branch	幼树枝叶	幼樹枝葉	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
70	ハチの巣	Beehive	蜂巢	蜂巢	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
71	シロヒメクサ	Princess Grass	白姬草	白姬草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
72	正体不明の原石	Unknown Gemstone	未知的原石	未知的原石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
73	怨嗟の叫び	Resentful Scream	怨嗟悲鸣	怨嗟悲鳴	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
74	セイタカトーン	Tall Taun	长颈通草	長頸通草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
75	マジックグラス	Magic Grass	奇异草	奇異草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
76	銀のハチの巣	Silver Beehive	银色蜂巢	銀色蜂巢	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
77	三つ子トーン	Triplet Taun	三子唐木叶	三胞通草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
78	安らぎの花	Serenity Flower	宁静花	寧靜花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
79	金のハチの巣	Gold Beehive	金色蜂巢	金色蜂巢	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
80	コベリナイト	Koberinite	科比利夜石	科比利夜石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
81	ペントナイト	Pentanite	派恩特夜石	派恩特夜石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
82	自然油	Natural Oil	天然油	天然油	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
83	綿毛草	Cotton Grass	绵毛草	綿毛草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
84	丈夫なつる	Sturdy Vine	强韧藤蔓	強韌藤蔓	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
85	魔石の欠片	Fairystone Fragment	魔石碎片	魔石碎片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
86	スカイバブル	Sky Bubble	天空泡沫	天空泡沫	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
87	リュウソウラン	Dragon Flower	龙葬兰	龍葬蘭	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
88	大木のツタ	Arbor Ivy	大树常春藤	大樹常春藤	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
89	彗星岩	Cometstone	彗星岩	彗星岩	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
90	灯火草	Torch Grass	灯火草	燈火草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
91	赤い花	Red Flower	红色的花	紅色的花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
92	赤砂	Red Sand	红砂	紅砂	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
93	クスリゴケ	Medicinal Moss	药苔	藥苔	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
94	輝く水晶のカケラ	Shiny Crystal Fragments	闪耀水晶碎片	閃爍水晶碎片	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
95	砂晶石	Sand Crystals	砂晶石	砂晶石	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
96	光る砂	Shining Sand	光砂	光砂	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
97	太陽の花	Solflower	太阳花	太陽花	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
98	強化の雫Ⅰ	Power Up Dew I	强化之露Ⅰ	強化之露Ⅰ	メモリアの経験値がわずかに増加する。\nかつて見上げた木の名前はまだ思い出せない。	Boosts Memoria EXP by a tiny amount. \nThe name of the tree that loomed overhead remains forgotten.	微量增加回忆的经验值。\n仍想不起曾经仰望的那棵树的名字。	微量增加回憶的經驗值。\n現在依然無法回想起曾經仰望的樹木名稱。
99	強化の雫Ⅱ	Power Up Dew II	强化之露Ⅱ	強化之露Ⅱ	メモリアの経験値が少し増加する。\nかつて流した涙の理由はまだ思い出せない。	Boosts Memoria EXP by a small amount. \nThe reason for the many tears shed remains forgotten.	少量增加回忆的经验值。\n仍想不起曾经流泪的理由。	少量增加回憶的經驗值。\n現在依然無法回想起曾經流淚的原因。
100	強化の雫Ⅲ	Power Up Dew III	强化之露Ⅲ	強化之露Ⅲ	メモリアの経験値が増加する。\nかつて失った灰の原形はまだ思い出せない。	Boosts Memoria EXP. \nWhat those ashes once were remains forgotten.	增加回忆的经验值。\n仍想不起曾经失去的灰烬的原形。	增加回憶的經驗值。\n現在依然無法回想起曾經遺失的灰燼原形。
101	強化の雫Ⅳ	Power Up Dew IV	强化之露Ⅳ	強化之露Ⅳ	メモリアの経験値が大きく増加する。	Boosts Memoria EXP by a large amount.	大量增加回忆的经验值。	大量增加回憶的經驗值。
102	強化の雫Ⅴ	Power Up Dew V	强化之露Ⅴ	強化之露Ⅴ	メモリアの経験値が非常に大きく増加する。	Boosts Memoria EXP by an extremely large amount.	极大量增加回忆的经验值。	極大量增加回憶的經驗值。
103	経験の飴Ⅰ	Experience Candy I	经验糖果Ⅰ	經驗糖果Ⅰ	キャラの経験値がわずかに増加する。\nみんな大好きメロン味。	Boosts Character EXP by a tiny amount.\nTastes like melon, which everybody loves!	微量增加角色的经验值。\n人人喜爱的蜜瓜口味。	微量增加角色的經驗值。\n大家最喜歡的哈密瓜口味。
104	経験の飴Ⅱ	Experience Candy II	经验糖果Ⅱ	經驗糖果Ⅱ	キャラの経験値が少し増加する。\n口ではじけるソーダ味。	Boosts Character EXP by a small amount.\nTastes like soda and pops in your mouth!	少量增加角色的经验值。\n口感刺激的碳酸饮料口味。	少量增加角色的經驗值。\n氣泡在口中彈跳的蘇打口味。
105	経験の飴Ⅲ	Experience Candy III	经验糖果Ⅲ	經驗糖果Ⅲ	キャラの経験値が増加する。\n昔懐かしヨーグルト味。	Boosts Character EXP.\nTastes like yogurt and the good ol' days.	增加角色的经验值。\n怀旧的酸奶口味。	增加角色的經驗值。\n懷舊的優格口味。
106	経験の飴Ⅳ	Experience Candy IV	经验糖果Ⅳ	經驗糖果Ⅳ	キャラの経験値が大きく増加する。\n身体ぽかぽかショウガ味。	Boosts Character EXP by a large amount.\nA soothing ginger flavor that will warm your body up.	大幅增加角色的经验值。\n温暖身体的生姜口味。	大量增加角色的經驗值。\n讓身體暖呼呼的生薑口味。
107	経験の飴Ⅴ	Experience Candy V	经验糖果Ⅴ	經驗糖果Ⅴ	キャラの経験値が非常に大きく増加する。\n未知の体験星の海味。	Boosts Character EXP by an extremely large amount.\nTastes like the sea of stars, the great unknown.	超大幅增加角色的经验值。\n带来未知体验的星之海口味。	極大量增加角色的經驗值。\n未曾體驗的星海之味。
108	赤の光玉Ⅰ	Glowing Red Orb I	红色光玉Ⅰ	紅光玉Ⅰ	赤の力をわずかに秘めた玉。\nボードのパネル解放に使用できる。	An orb with a tiny amount of Red Power. Can be used to unlock board panels.	蕴含微量红之力的玉石。\n可用于解锁星图的面板。	蘊藏微量紅之力的玉。\n可以用來解鎖星圖的面板。
109	赤の光玉Ⅱ	Glowing Red Orb II	红色光玉Ⅱ	紅光玉Ⅱ	赤の力を少し秘めた玉。\nボードのパネル解放に使用できる。	An orb with a small amount of Red Power. Can be used to unlock board panels.	蕴含少量红之力的玉石。\n可用于解锁星图的面板。	蘊藏少量紅之力的玉。\n可以用來解鎖星圖的面板。
110	赤の光玉Ⅲ	Glowing Red Orb III	红色光玉Ⅲ	紅光玉Ⅲ	赤の力を秘めた玉。\nボードのパネル解放に使用できる。	An orb with some Red Power. Can be used to unlock board panels.	蕴含红之力的玉石。\n可用于解锁星图的面板。	蘊藏紅之力的玉。\n可以用來解鎖星圖的面板。
111	青の光玉Ⅰ	Glowing Blue Orb I	蓝色光玉Ⅰ	藍光玉Ⅰ	青の力をわずかに秘めた玉。\nボードのパネル解放に使用できる。	An orb with a tiny amount of Blue Power. Can be used to unlock board panels.	蕴含微量蓝之力的玉石。\n可用于解锁星图的面板。	蘊藏微量藍之力的玉。\n可以用來解鎖星圖的面板。
112	青の光玉Ⅱ	Glowing Blue Orb II	蓝色光玉Ⅱ	藍光玉Ⅱ	青の力を少し秘めた玉。\nボードのパネル解放に使用できる。	An orb with a small amount of Blue Power. Can be used to unlock board panels.	蕴含少量蓝之力的玉石。\n可用于解锁星图的面板。	蘊藏少量藍之力的玉。\n可以用來解鎖星圖的面板。
113	青の光玉Ⅲ	Glowing Blue Orb III	蓝色光玉Ⅲ	藍光玉Ⅲ	青の力を秘めた玉。\nボードのパネル解放に使用できる。	An orb with some Blue Power. Can be used to unlock board panels.	蕴含蓝之力的玉石。\n可用于解锁星图的面板。	蘊藏藍之力的玉。\n可以用來解鎖星圖的面板。
114	黄の光玉Ⅰ	Glowing Yellow Orb I	黄色光玉Ⅰ	黃光玉Ⅰ	黄の力をわずかに秘めた玉。\nボードのパネル解放に使用できる。	An orb with a tiny amount of Yellow Power. Can be used to unlock board panels.	蕴含微量黄之力的玉石。\n可用于解锁星图的面板。	蘊藏微量黃之力的玉。\n可以用來解鎖星圖的面板。
115	黄の光玉Ⅱ	Glowing Yellow Orb II	黄色光玉Ⅱ	黃光玉Ⅱ	黄の力を少し秘めた玉。\nボードのパネル解放に使用できる。	An orb with a small amount of Yellow Power. Can be used to unlock board panels.	蕴含少量黄之力的玉石。\n可用于解锁星图的面板。	蘊藏少量黃之力的玉。\n可以用來解鎖星圖的面板。
116	黄の光玉Ⅲ	Glowing Yellow Orb III	黄色光玉Ⅲ	黃光玉Ⅲ	黄の力を秘めた玉。\nボードのパネル解放に使用できる。	An orb with some Yellow Power. Can be used to unlock board panels.	蕴含黄之力的玉石。\n可用于解锁星图的面板。	蘊藏黃之力的玉。\n可以用來解鎖星圖的面板。
117	緑の光玉Ⅰ	Glowing Green Orb I	绿色光玉Ⅰ	綠光玉Ⅰ	緑の力をわずかに秘めた玉。\nボードのパネル解放に使用できる。	An orb with a tiny amount of Green Power. Can be used to unlock board panels.	蕴含微量绿之力的玉石。\n可用于解锁星图的面板。	蘊藏微量綠之力的玉。\n可以用來解鎖星圖的面板。
118	緑の光玉Ⅱ	Glowing Green Orb II	绿色光玉Ⅱ	綠光玉Ⅱ	緑の力を少し秘めた玉。\nボードのパネル解放に使用できる。	An orb with a small amount of Green Power. Can be used to unlock board panels.	蕴含少量绿之力的玉石。\n可用于解锁星图的面板。	蘊藏少量綠之力的玉。\n可以用來解鎖星圖的面板。
119	緑の光玉Ⅲ	Glowing Green Orb III	绿色光玉Ⅲ	綠光玉Ⅲ	緑の力を秘めた玉。\nボードのパネル解放に使用できる。	An orb with some Green Power. Can be used to unlock board panels.	蕴含绿之力的玉石。\n可用于解锁星图的面板。	蘊藏綠之力的玉。\n可以用來解鎖星圖的面板。
120	紫の光玉Ⅰ	Glowing Purple Orb I	紫色光玉Ⅰ	紫光玉Ⅰ	紫の力をわずかに秘めた玉。\nボードのパネル解放に使用できる。	An orb with a tiny amount of Purple Power. Can be used to unlock board panels.	蕴含微量紫之力的玉石。\n可用于解锁星图的面板。	蘊藏微量紫之力的玉。\n可以用來解鎖星圖的面板。
121	紫の光玉Ⅱ	Glowing Purple Orb II	紫色光玉Ⅱ	紫光玉Ⅱ	紫の力を少し秘めた玉。\nボードのパネル解放に使用できる。	An orb with a small amount of Purple Power. Can be used to unlock board panels.	蕴含少量紫之力的玉石。\n可用于解锁星图的面板。	蘊藏少量紫之力的玉。\n可以用來解鎖星圖的面板。
122	紫の光玉Ⅲ	Glowing Purple Orb III	紫色光玉Ⅲ	紫光玉Ⅲ	紫の力を秘めた玉。\nボードのパネル解放に使用できる。	An orb with some Purple Power. Can be used to unlock board panels.	蕴含紫之力的玉石。\n可用于解锁星图的面板。	蘊藏紫之力的玉。\n可以用來解鎖星圖的面板。
123	宝玉	Light Orb	宝玉	寶玉	光の力を少し秘めた玉。\nボードのパネル解放に使用できる。	An orb with a tiny amount of Light Power. Can be used to unlock board panels.	蕴含少量光之力的玉石。\n可用于解锁星图的面板。	蘊藏少量光之力的玉。\n可以用來解鎖星圖的面板。
124	大宝玉	Large Light Orb	大宝玉	大寶玉	光の力を秘めた玉。\nボードのパネル解放に使用できる。	An orb with some Light Power. Can be used to unlock board panels.	蕴含光之力的玉石。\n可用于解锁星图的面板。	蘊藏光之力的玉。\n可以用來解鎖星圖的面板。
125	聖玉	Sacred Orb	圣玉	聖玉	虹の力を秘めた玉。\nEXボードの解放に使用できる。	An orb with some Rainbow Power. Can be used to unlock EX Board panels.	蕴含虹之力的玉石。\n可用于解锁EX星图。	蘊藏虹之力的玉。\n可以用來解鎖EX星圖。
126	願いの輝石	Brilliant Wishing Stone	祈愿辉石	祈願輝石	誰かの願いが届いた時に真の姿が宿る特別な石。\nピース交換で使用できる。	A special stone whose true form is revealed when it receives a wish. Can be used at the Piece Exchange.	当接收愿望之时，寄放其真容的特殊石头。\n可在碎片兑换处使用。	接收到某個人的心願時，才會顯現真貌的特殊石頭。\n可以用來兌換碎片。
127	記憶の断片	Memory Fragment	记忆片段	記憶片段	なんらかの記憶を宿した特別な欠片。\nショップで使用できる。	A special fragment imbued with the remnant of a memory. Can be used at the Shop.	蕴含着某种记忆的特殊碎片。\n可在商店使用。	蘊含了某些記憶的特殊碎片。\n可以在商店中使用。
129	記憶の結晶	Memory Crystal	记忆结晶	記憶結晶	SSRメモリアの解放に使用できる。	Can be used to unlock SSR Memoria.	用于解锁SSR回忆。	可以用來解鎖SSR回憶。
131	LEGENDメダル	Legend Medal	LEGEND币	LEGEND幣	杖が刻まれたメダル。\nメダル交換で使用できる。	A medal with a staff relief. Can be used at the Medal Exchange.	刻有手杖的代币。\n可在代币兑换所使用。	刻有手杖的代幣。\n可在代幣兌換所使用。
134	キラキラコイン	Shiny Coins	闪亮硬币	閃亮硬幣	多くの収集家を魅了するキラキラ光るコイン。\nショップで使用できる。	A shiny coin that has charmed many a collector. Can be used at the Shop.	闪闪发光的硬币，受到众多收藏家喜爱。\n可在商店使用。	使許多收藏家為之著迷的閃亮硬幣。\n可以在商店中使用。
135	プレーンクッキー	Plain Cookie	原味曲奇	原味餅乾	保存が利く冒険者御用達のクッキー。\nスタミナの回復に使用できる。	A long-lasting cookie, perfect for Adventurers. Can be used to recover stamina.	保质期长，受到冒险者喜爱的饼干。\n可用于恢复体力。	耐保存的冒險者愛用餅乾。\n可以用來回復精力。
141	決戦コイン	Challenge Coin	决战硬币	決戰硬幣	「決戦！戦士の大鎧」交換所で使用できるアイテム。	"Exchange for items at the ""To Battle! Heavy Warrior Armor"" Exchange."	可以在“决战！战士的大铠”兑换所使用的道具。	可於「決戰！戰士的大鎧」兌換所使用的道具。
142	挑戦券	Challenge Ticket	挑战券	挑戰券	「決戦！戦士の大鎧」に挑戦するために必要な券。	"Ticket required to participate in ""To Battle! Heavy Warrior Armor."""	挑战“决战！战士的大铠”所需的券。	挑戰「決戰！戰士的大鎧」所需的票券。
143	香木のくず	Fragrant Chips	香木碎屑	香木碎屑	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
144	ラプチャー	Rapture	极乐鱼	鸚喜魚	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
145	砕けた石材	Broken Rock	碎裂的石材	碎裂的石材	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
146	スキマグサ	Gap Grass	缝隙草	縫隙草	調合をするために必要な素材。	Material needed for synthesis.	执行调合所需的素材。	執行調合時不可或缺的素材。
